type,name,damage,element_buildup,element_type,affinity_mod,defense_mod,special,skills,level_1_decoration_slots,level_2_decoration_slots,level_3_decoration_slots,sharpness_base_red,sharpness_base_orange,sharpness_base_yellow,sharpness_base_green,sharpness_base_blue,sharpness_base_white,sharpness_base_purple,sharpness_max_red,sharpness_max_orange,sharpness_max_yellow,sharpness_max_green,sharpness_max_blue,sharpness_max_white,sharpness_max_purple
Hammer,Red Bludgeon I,180,34,Fire,+10,0,,Critical Boost +3,2,1,0,20,14,10,8,8,0,0,20,14,10,8,18,0,0
Hammer,Huracan Hammer,200,40,Fire,+10,0,,Critical Boost +3,3,2,1,20,14,10,8,12,6,0,20,14,10,8,12,16,0
Hammer,Wuchtblick I,180,27,Dragon,+20,0,,Critical Element +3,3,2,0,10,14,16,14,10,6,0,10,14,16,14,10,16,0
Hammer,Grimmblick,210,30,Dragon,+20,0,,Critical Element +3,3,2,1,10,10,16,12,10,12,0,10,10,16,12,10,22,0
Hammer,Veldian Malleus I,200,32,Dragon,0,0,,Focus +3,3,2,0,10,10,10,16,20,4,0,10,10,10,16,20,14,0
Hammer,Jail Hammer I,100,15,Paralysis,0,0,,Stamina Thief +1,0,0,0,12,12,10,6,0,0,0,12,12,10,16,0,0,0
Hammer,Jail Hammer II,140,17,Paralysis,0,0,,Stamina Thief +2,0,0,0,14,12,12,12,0,0,0,14,12,12,22,0,0,0
Hammer,Jail Hammer III,170,20,Paralysis,0,0,,Stamina Thief +2,2,1,0,14,14,14,12,6,0,0,14,14,14,12,16,0,0
Hammer,Jail Hammer IV,200,22,Paralysis,0,0,,Stamina Thief +3,3,2,1,14,14,12,12,12,6,0,14,14,12,12,12,16,0
Hammer,Binder Mace,220,25,Paralysis,0,0,,Stamina Thief +3,3,3,1,12,12,12,12,12,10,0,12,12,12,12,12,20,0
Hammer,Artian Hammer I,170,27,N/A,+5,0,,,2,2,2,16,8,12,16,8,0,0,16,8,12,16,12,6,0
Hammer,Artian Hammer II,180,27,N/A,+5,0,,,2,2,2,16,8,12,16,14,4,0,16,8,12,16,14,14,0
Hammer,Moteurvankel,190,32,N/A,+5,0,,,3,3,3,16,8,12,16,14,4,0,16,8,12,16,14,14,0
Hammer,Esperanza Hammer,210,0,N/A,0,0,,"Speed Sharpening +2,Critical Eye +2",3,2,1,10,12,14,12,8,14,0,10,12,14,12,8,24,0
Hammer,Shrouded Aghaturi,230,0,N/A,0,15,,"Charge Up +1,Stamina Thief +3",3,2,1,12,6,20,18,14,0,0,12,6,20,18,16,8,0
Hammer,Exultant Bedivere,220,35,Dragon,0,0,,Focus +3,3,2,1,10,10,10,14,18,8,0,10,10,10,14,18,18,0
Hunting Horn,Hope Horn I,90,0,N/A,0,0,,,0,0,0,10,12,10,8,0,0,0,10,12,10,18,0,0,0
Hunting Horn,Hope Horn II,100,0,N/A,0,0,,Speed Sharpening +1,0,0,0,8,10,12,10,0,0,0,8,10,12,20,0,0,0
Hunting Horn,Hope Horn III,130,0,N/A,0,0,,"Speed Sharpening +1,Critical Eye +1",0,0,0,10,12,14,14,0,0,0,10,12,14,24,0,0,0
Hunting Horn,Hope Horn IV,160,0,N/A,0,0,,"Speed Sharpening +2,Critical Eye +1",2,1,0,10,12,16,14,8,0,0,10,12,16,14,18,0,0
Hunting Horn,Hope Horn V,190,0,N/A,0,0,,"Speed Sharpening +2,Critical Eye +1",3,2,0,10,12,14,16,10,8,0,10,12,14,16,10,18,0
Hunting Horn,Bone Horn I,110,0,N/A,0,0,,Stamina Thief +1,0,0,0,10,18,12,0,0,0,0,10,18,20,2,0,0,0
Hunting Horn,Bone Horn II,130,0,N/A,0,0,,"Stamina Thief +1,Attack Boost +1",0,0,0,10,12,18,0,0,0,0,10,12,22,6,0,0,0
Hunting Horn,Bone Horn III,170,0,N/A,0,0,,"Stamina Thief +2,Attack Boost +1",1,0,0,10,16,20,4,0,0,0,10,16,20,14,0,0,0
Hunting Horn,Bone Horn IV,190,0,N/A,0,0,,"Stamina Thief +3,Attack Boost +1",2,1,0,10,16,16,18,0,0,0,10,16,16,28,0,0,0
Hunting Horn,Hardened Bone Horn,220,0,N/A,0,0,,"Stamina Thief +3,Attack Boost +1",3,2,1,10,14,14,14,18,0,0,10,14,14,14,28,0,0
Hunting Horn,Metal Bagpipe I,120,0,N/A,0,0,,"Critical Draw +1,Horn Maestro +1",0,0,0,8,8,18,6,0,0,0,8,8,18,16,0,0,0
Hunting Horn,Metal Bagpipe II,160,0,N/A,0,0,,"Critical Draw +2,Horn Maestro +1",1,0,0,8,12,18,12,0,0,0,8,12,18,22,0,0,0
Hunting Horn,Metal Bagpipe III,180,0,N/A,0,0,,"Critical Draw +3,Horn Maestro +1",2,1,0,8,14,18,12,8,0,0,8,14,18,12,18,0,0
Hunting Horn,Great Bagpipe,210,0,N/A,0,0,,"Critical Draw +3,Horn Maestro +1",3,2,1,8,12,18,14,10,8,0,8,12,18,14,10,18,0
Hunting Horn,War Bongo I,110,0,N/A,+5,0,,Horn Maestro +1,0,0,0,10,16,10,4,0,0,0,10,16,10,14,0,0,0
Hunting Horn,War Bongo II,160,0,N/A,+5,0,,"Horn Maestro +1,Speed Sharpening +1",2,1,1,14,20,12,12,2,0,0,14,20,12,12,12,0,0
Hunting Horn,War Conga,210,0,N/A,+5,0,,"Horn Maestro +2,Speed Sharpening +1",3,3,1,12,18,12,12,10,6,0,12,18,12,12,10,16,0
Hunting Horn,Balahara Horn I,110,16,Water,+10,0,,Slugger +1,0,0,0,10,6,18,6,0,0,0,10,6,18,16,0,0,0
Hunting Horn,Balahara Horn II,150,20,Water,+10,0,,Slugger +2,1,0,0,12,6,20,12,0,0,0,12,6,20,22,0,0,0
Hunting Horn,Balahara Horn III,160,23,Water,+10,0,,Slugger +2,2,1,0,10,6,22,18,4,0,0,10,6,22,18,14,0,0
Hunting Horn,Balahara Horn IV,190,27,Water,+10,0,,Slugger +3,3,2,0,8,6,22,18,14,2,0,8,6,22,18,14,12,0
Hunting Horn,Sandsea Ghantisil,210,30,Water,+10,0,,Slugger +3,3,2,1,8,6,20,18,14,4,0,8,6,20,18,14,14,0
Hunting Horn,Dosha Farsounder I,140,0,N/A,-5,20,,Slugger +1,0,0,0,8,18,14,0,0,0,0,8,18,18,6,0,0,0
Hunting Horn,Dosha Farsounder II,180,0,N/A,-5,20,,"Slugger +1,Horn Maestro +1",1,0,0,10,18,18,4,0,0,0,10,18,18,14,0,0,0
Hunting Horn,Dosha Farsounder III,210,0,N/A,-5,20,,"Slugger +2,Horn Maestro +1",2,1,0,12,18,18,10,2,0,0,12,18,18,10,12,0,0
Hunting Horn,Rey Perun I,140,18,Lightning,0,0,,"Stamina Thief +2,Horn Maestro +1",0,0,0,2,2,32,14,0,0,0,2,2,32,24,0,0,0
Hunting Horn,Rey Perun II,170,23,Lightning,0,0,,"Stamina Thief +2,Horn Maestro +1",2,1,0,2,2,28,20,8,0,0,2,2,28,20,18,0,0
Hunting Horn,Rey Perun III,200,27,Lightning,0,0,,"Stamina Thief +3,Horn Maestro +1",3,2,0,2,2,26,16,16,8,0,2,2,26,16,16,18,0
Hunting Horn,Perun Clairhorn,220,30,Lightning,0,0,,"Stamina Thief +3,Horn Maestro +1",3,2,1,2,2,24,14,14,14,0,2,2,24,14,14,24,0
Hunting Horn,Ajara Reverberator I,130,14,Blast,+10,0,,Slugger +2,0,0,0,10,16,14,10,0,0,0,10,16,14,20,0,0,0
Hunting Horn,Ajara Reverberator II,180,19,Blast,+10,0,,Slugger +3,2,1,0,10,16,18,8,8,0,0,10,16,18,8,18,0,0
Hunting Horn,Ajara-Jivaka,210,25,Blast,+10,0,,Slugger +3,3,2,1,10,16,10,18,8,8,0,10,16,10,18,8,18,0
Hunting Horn,Dosha Grudgesounder I,180,0,N/A,-15,0,,"Stamina Thief +2,Horn Maestro +1",1,0,0,8,14,24,4,0,0,0,8,14,24,14,0,0,0
Hunting Horn,Dosha Grudgesounder II,220,0,N/A,-15,0,,"Stamina Thief +3,Horn Maestro +1",2,1,0,12,18,22,8,0,0,0,12,18,22,18,0,0,0
Hunting Horn,Grudgesounder Urga,250,0,N/A,-15,0,,"Stamina Thief +3,Horn Maestro +1",3,2,1,12,16,20,14,8,0,0,12,16,20,14,10,8,0
Hunting Horn,Albirath Feroce I,160,21,Fire,+15,0,,"Master's Touch +1,Critical Element +1",1,0,0,10,20,14,6,0,0,0,10,20,14,16,0,0,0
Hunting Horn,Albirath Feroce II,170,26,Fire,+15,0,,"Master's Touch +1,Critical Element +1",2,1,0,10,24,10,10,6,0,0,10,24,10,10,10,6,0
Hunting Horn,G. Rathalos Feroce,200,30,Fire,+15,0,,"Master's Touch +1,Critical Element +1",3,2,1,10,30,10,8,8,4,0,10,30,10,8,8,14,0
Hunting Horn,Jin Dhaang I,190,47,Ice,0,0,,Slugger +3,3,2,0,8,8,10,20,22,2,0,8,8,10,20,22,12,0
Hunting Horn,Precipice Kovira,210,50,Ice,0,0,,Slugger +3,3,2,1,8,8,8,16,24,6,0,8,8,8,16,24,16,0
Hunting Horn,Nihil Chord I,160,16,Water,0,0,,"Stamina Thief +2,Horn Maestro +1",1,0,0,4,22,12,12,0,0,0,4,22,12,22,0,0,0
Hunting Horn,Nihil Chord II,190,21,Water,0,0,,"Stamina Thief +3,Horn Maestro +1",2,1,0,4,22,14,12,8,0,0,4,22,14,12,18,0,0
Hunting Horn,Kae-Jin's Lament,220,25,Water,0,0,,"Stamina Thief +3,Horn Maestro +1",3,2,1,4,22,10,10,12,12,0,4,22,10,10,12,22,0
Hunting Horn,G. Veldian Sibilus I,170,16,Dragon,-10,0,,Horn Maestro +2,1,1,0,20,8,18,4,0,0,0,20,8,18,14,0,0,0
Hunting Horn,G. Veldian Sibilus II,200,21,Dragon,-10,0,,Horn Maestro +2,2,2,0,20,14,18,8,0,0,0,20,14,18,10,8,0,0
Hunting Horn,G. Resounding Galahad,230,25,Dragon,-10,0,,Horn Maestro +2,3,3,1,20,16,10,16,8,0,0,20,16,10,16,10,8,0
Hunting Horn,Kut-Ku's Song I,190,41,Fire,0,0,,"Stamina Thief +2,Horn Maestro +1",2,1,0,20,20,12,8,0,0,0,20,20,12,12,6,0,0
Hunting Horn,Kut-Ku's Song II,220,47,Fire,0,0,,"Stamina Thief +3,Horn Maestro +1",3,2,0,20,24,8,14,4,0,0,20,24,8,14,8,6,0
Hunting Horn,Kut-Ku Cantabile,230,50,Fire,0,0,,"Stamina Thief +3,Horn Maestro +1",3,2,1,22,24,6,12,6,0,0,22,24,6,12,6,10,0
Hunting Horn,Poisoned Capri I,180,31,Poison,0,0,,"Critical Draw +2,Horn Maestro +1",2,1,0,18,10,22,10,0,0,0,18,10,22,20,0,0,0
Hunting Horn,Poisoned Capri II,200,34,Poison,0,0,,"Critical Draw +3,Horn Maestro +1",2,1,0,18,10,16,12,4,0,0,18,10,16,12,14,0,0
Hunting Horn,Crazed Melody,230,40,Poison,0,0,,"Critical Draw +3,Horn Maestro +1",3,2,1,18,10,22,12,8,0,0,18,10,22,12,18,0,0
Hunting Horn,Valkyrie Chordmaker I,150,19,Poison,+15,0,,"Critical Status +2,Poison Duration Up +1",2,1,0,10,14,8,22,6,0,0,10,14,8,22,16,0,0
Hunting Horn,Valkyrie Chordmaker II,180,22,Poison,+15,0,,"Critical Status +3,Poison Duration Up +1",3,2,0,8,16,8,24,8,6,0,8,16,8,24,8,16,0
Hunting Horn,Queen Chordmaker,200,25,Poison,+15,0,,"Critical Status +3,Poison Duration Up +1",3,2,1,8,16,6,24,6,10,0,8,16,6,24,6,20,0
Hunting Horn,Deafening Fulgur I,180,34,Lightning,+15,0,,Critical Element +3,2,1,0,8,20,24,8,0,0,0,8,20,24,10,8,0,0
Hunting Horn,Fulgurhowl Guardiana,210,40,Lightning,+15,0,,Critical Element +3,3,2,1,8,18,24,12,8,0,0,8,18,24,12,8,10,0
Hunting Horn,Flame Feroce I,180,34,Fire,+10,0,,Critical Boost +3,2,1,0,20,14,10,8,8,0,0,20,14,10,8,18,0,0
Hunting Horn,Rathalos Feroce,200,40,Fire,+10,0,,Critical Boost +3,3,2,1,20,14,10,8,12,6,0,20,14,10,8,12,16,0
Hunting Horn,Kummerklang I,170,27,Dragon,+20,0,,Critical Element +3,3,2,0,10,14,16,14,10,6,0,10,14,16,14,10,16,0
Hunting Horn,Gramklang,200,30,Dragon,+20,0,,Critical Element +3,3,2,1,10,10,16,12,10,12,0,10,10,16,12,10,22,0
Hunting Horn,Veldian Sibilus I,190,37,Dragon,0,0,,"Slugger +2,Horn Maestro +2",3,2,0,10,10,10,16,20,4,0,10,10,10,16,20,14,0
Hunting Horn,Sonic Horn I,90,15,Paralysis,0,0,,Protective Polish +1,0,0,0,10,12,18,0,0,0,0,10,12,20,8,0,0,0
Hunting Horn,Sonic Horn II,120,21,Paralysis,0,0,,"Protective Polish +2,Speed Sharpening +1",0,0,0,10,18,18,4,0,0,0,10,18,18,14,0,0,0
Hunting Horn,Sonic Horn III,150,31,Paralysis,0,0,,"Protective Polish +2,Speed Sharpening +1",2,1,0,10,16,16,18,0,0,0,10,16,16,28,0,0,0
Hunting Horn,Sonic Horn IV,180,37,Paralysis,0,0,,"Protective Polish +3,Speed Sharpening +1",3,2,0,10,14,18,18,10,0,0,10,14,18,18,16,4,0
Hunting Horn,Glass Royale,200,40,Paralysis,0,0,,"Protective Polish +3,Speed Sharpening +2",3,2,1,10,10,16,16,18,0,0,10,10,16,16,18,10,0
Hunting Horn,Artian Sounder I,170,27,N/A,+5,0,,,2,2,2,16,8,12,16,8,0,0,16,8,12,16,12,6,0
Hunting Horn,Artian Sounder II,180,27,N/A,+5,0,,,2,2,2,16,8,12,16,14,4,0,16,8,12,16,14,14,0
Hunting Horn,Omiltika,190,32,N/A,+5,0,,,3,3,3,16,8,12,16,14,4,0,16,8,12,16,14,14,0
Hunting Horn,Esperanza Horn,210,0,N/A,0,0,,"Speed Sharpening +2,Critical Eye +2",3,2,1,10,12,14,12,8,14,0,10,12,14,12,8,24,0
Hunting Horn,Farsounder Honga,240,0,N/A,-5,20,,"Slugger +2,Horn Maestro +1",3,2,1,10,20,24,10,6,0,0,10,20,24,10,6,10,0
Hunting Horn,Resounding Galahad,210,40,Dragon,0,0,,"Slugger +2,Horn Maestro +2",3,2,1,10,10,10,14,18,8,0,10,10,10,14,18,18,0
Lance,Hope Lance I,90,0,N/A,0,0,,,0,0,0,10,12,8,10,0,0,0,10,12,8,20,0,0,0
Lance,Hope Lance II,100,0,N/A,0,0,,Speed Sharpening +1,0,0,0,8,10,10,12,0,0,0,8,10,10,22,0,0,0
Lance,Hope Lance III,130,0,N/A,0,0,,"Speed Sharpening +1,Critical Eye +1",0,0,0,10,12,12,16,0,0,0,10,12,12,26,0,0,0
Lance,Hope Lance IV,160,0,N/A,0,0,,"Speed Sharpening +2,Critical Eye +1",2,1,0,10,12,14,14,10,0,0,10,12,14,14,20,0,0
Lance,Hope Lance V,190,0,N/A,0,0,,"Speed Sharpening +2,Critical Eye +1",3,2,0,10,12,12,16,10,10,0,10,12,12,16,10,20,0
Lance,Bone Lance I,110,0,N/A,0,0,,Guard +1,0,0,0,10,16,14,0,0,0,0,10,16,22,2,0,0,0
Lance,Bone Lance II,130,0,N/A,0,0,,"Guard +1,Attack Boost +1",0,0,0,10,10,20,0,0,0,0,10,10,24,6,0,0,0
Lance,Bone Lance III,170,0,N/A,0,0,,"Guard +2,Attack Boost +1",1,0,0,10,14,20,6,0,0,0,10,14,20,16,0,0,0
Lance,Bone Lance IV,200,0,N/A,0,0,,"Guard +3,Attack Boost +1",2,1,0,10,14,16,20,0,0,0,10,14,16,30,0,0,0
Lance,Hard Bone Lance,230,0,N/A,0,0,,"Guard +3,Attack Boost +1",3,2,1,10,12,14,14,20,0,0,10,12,14,14,30,0,0
Lance,Chrome Drill I,120,0,N/A,0,0,,Guard Up +1,0,0,0,6,8,18,8,0,0,0,6,8,18,18,0,0,0
Lance,Chrome Drill II,160,0,N/A,0,0,,Guard Up +2,1,0,0,6,12,18,14,0,0,0,6,12,18,24,0,0,0
Lance,Chrome Drill III,190,0,N/A,0,0,,Guard Up +2,2,1,0,6,14,18,12,10,0,0,6,14,18,12,20,0,0
Lance,Chrome Lance,220,0,N/A,0,0,,Guard Up +3,3,2,1,6,12,18,14,10,10,0,6,12,18,14,10,20,0
Lance,Quematrice Lanza I,100,10,Fire,+5,0,,Guard +1,0,0,0,10,14,10,6,0,0,0,10,14,10,16,0,0,0
Lance,Quematrice Lanza II,140,12,Fire,+5,0,,Guard +2,0,0,0,10,16,12,12,0,0,0,10,16,12,22,0,0,0
Lance,Quematrice Lanza III,170,15,Fire,+5,0,,Guard +2,2,1,0,14,16,16,10,4,0,0,14,16,16,10,14,0,0
Lance,Quematrice Lanza IV,210,17,Fire,+5,0,,Guard +3,3,2,0,14,16,16,16,8,0,0,14,16,16,16,18,0,0
Lance,Firetrail Kaminet,240,20,Fire,+5,0,,Guard +3,3,2,1,12,14,16,16,12,0,0,12,14,16,16,22,0,0
Lance,Barina Sarissa I,100,10,Paralysis,+10,0,,Critical Draw +1,0,0,0,10,10,8,12,0,0,0,10,10,8,22,0,0,0
Lance,Barina Sarissa II,120,13,Paralysis,+10,0,,"Critical Draw +1,Critical Status +1",0,0,0,14,10,6,20,0,0,0,14,10,6,30,0,0,0
Lance,Barina Sarissa III,150,18,Paralysis,+15,0,,"Critical Draw +1,Critical Status +1",2,1,0,14,10,6,20,10,0,0,14,10,6,20,20,0,0
Lance,Barina Sarissa IV,180,21,Paralysis,+15,0,,"Critical Draw +2,Critical Status +1",3,2,0,14,10,6,18,12,10,0,14,10,6,18,12,20,0
Lance,Lala Aviculari,200,25,Paralysis,+15,0,,"Critical Draw +2,Critical Status +1",3,2,1,14,10,6,12,8,20,0,14,10,6,12,8,30,0
Lance,Balahara Lance I,110,14,Water,+10,0,,Offensive Guard +1,0,0,0,8,6,18,8,0,0,0,8,6,18,18,0,0,0
Lance,Balahara Lance II,150,16,Water,+10,0,,Offensive Guard +2,1,0,0,10,6,20,14,0,0,0,10,6,20,24,0,0,0
Lance,Balahara Lance III,160,20,Water,+10,0,,Offensive Guard +2,2,1,0,8,6,22,18,6,0,0,8,6,22,18,16,0,0
Lance,Balahara Lance IV,190,22,Water,+10,0,,Offensive Guard +3,3,2,0,8,6,22,18,14,2,0,8,6,22,18,14,12,0
Lance,Sandsea Prallaya,210,25,Water,+10,0,,Offensive Guard +3,3,2,1,8,6,20,16,14,6,0,8,6,20,16,14,16,0
Lance,Dosha Fierceborer I,140,0,N/A,-5,20,,Punishing Draw +1,0,0,0,6,18,16,0,0,0,0,6,18,20,6,0,0,0
Lance,Dosha Fierceborer II,180,0,N/A,-5,20,,Punishing Draw +2,1,1,0,8,18,18,6,0,0,0,8,18,18,16,0,0,0
Lance,Dosha Fierceborer III,210,0,N/A,-5,20,,Punishing Draw +3,2,2,0,10,16,18,12,4,0,0,10,16,18,12,14,0,0
Lance,Rompo Piercer I,140,15,Poison,0,0,,Guard Up +2,0,0,0,10,12,20,8,0,0,0,10,12,20,18,0,0,0
Lance,Rompo Piercer II,170,19,Poison,0,0,,Guard Up +2,2,1,0,10,10,20,18,2,0,0,10,10,20,18,12,0,0
Lance,Rompo Piercer III,200,22,Poison,0,0,,Guard Up +3,3,2,0,12,10,20,6,20,2,0,12,10,20,6,20,12,0
Lance,Rompo Tetrotox,220,25,Poison,0,0,,Guard Up +3,3,2,1,8,10,20,6,20,6,0,8,10,20,6,20,16,0
Lance,Rey Indra I,140,15,Lightning,0,0,,"Guard +1,Offensive Guard +1",0,0,0,2,2,30,16,0,0,0,2,2,30,26,0,0,0
Lance,Rey Indra II,170,19,Lightning,0,0,,"Guard +1,Offensive Guard +1",2,1,0,2,2,26,20,10,0,0,2,2,26,20,20,0,0
Lance,Rey Indra III,200,22,Lightning,0,0,,"Guard +2,Offensive Guard +1",3,2,0,2,2,24,16,16,10,0,2,2,24,16,16,20,0
Lance,Indra Clairlance,220,25,Lightning,0,0,,"Guard +2,Offensive Guard +1",3,2,1,2,2,22,14,14,16,0,2,2,22,14,14,26,0
Lance,Windpierce Lance I,140,15,Ice,0,0,,"Guard +2,Airborne +1",0,0,0,10,12,16,12,0,0,0,10,12,16,22,0,0,0
Lance,Windpierce Lance II,170,19,Ice,0,0,,"Guard +2,Airborne +1",2,1,0,10,10,14,20,6,0,0,10,10,14,20,16,0,0
Lance,Windpierce Lance III,200,22,Ice,0,0,,"Guard +3,Airborne +1",3,2,0,10,10,10,6,28,6,0,10,10,10,6,28,16,0
Lance,Windpierce Tsukibami,220,25,Ice,0,0,,"Guard +3,Airborne +1",3,2,1,10,10,10,6,24,10,0,10,10,10,6,24,20,0
Lance,Nu Osminog I,170,15,Fire,-15,0,,Offensive Guard +2,1,0,0,20,4,16,10,0,0,0,20,4,16,20,0,0,0
Lance,Nu Osminog II,210,22,Fire,-15,0,,Offensive Guard +3,3,2,0,20,4,20,14,12,0,0,20,4,20,14,22,0,0
Lance,Abaddonian Osminog,230,25,Fire,-15,0,,Offensive Guard +3,3,2,1,20,4,20,10,10,6,0,20,4,20,10,10,16,0
Lance,Dosha Gloomborer I,180,0,N/A,-15,0,,Offensive Guard +2,1,0,0,6,14,24,6,0,0,0,6,14,24,16,0,0,0
Lance,Dosha Gloomborer II,220,0,N/A,-15,0,,Offensive Guard +3,2,1,0,10,20,20,10,0,0,0,10,20,20,20,0,0,0
Lance,Gloomborer Urshanith,250,0,N/A,-15,0,,Offensive Guard +3,3,2,1,10,14,18,18,10,0,0,10,14,18,18,14,6,0
Lance,Albirath Tail I,160,16,Fire,+15,0,,"Master's Touch +1,Critical Element +1",1,0,0,10,20,12,8,0,0,0,10,20,12,18,0,0,0
Lance,Albirath Tail II,180,21,Fire,+15,0,,"Master's Touch +1,Critical Element +1",2,1,0,10,24,10,8,8,0,0,10,24,10,8,12,6,0
Lance,Shining Pillar,220,25,Fire,+15,0,,"Master's Touch +1,Critical Element +1",3,2,1,10,30,10,8,8,4,0,10,30,10,8,8,14,0
Lance,Chthonian Firewheel I,140,26,Dragon,+10,0,,Offensive Guard +2,1,0,0,10,10,16,14,0,0,0,10,10,16,24,0,0,0
Lance,Chthonian Firewheel II,170,31,Dragon,+10,0,,Offensive Guard +3,2,1,0,10,10,14,16,10,0,0,10,10,14,16,20,0,0
Lance,Bequeathed Regret,210,35,Dragon,+10,0,,Offensive Guard +3,3,2,1,10,10,16,16,20,8,0,10,10,16,16,20,8,0
Lance,G. Veldian Lancea I,170,14,Dragon,-10,0,,Guard +2,1,1,0,20,6,18,6,0,0,0,20,6,18,16,0,0,0
Lance,G. Veldian Lancea II,210,17,Dragon,-10,0,,Guard +2,2,2,0,20,12,18,10,0,0,0,20,12,18,12,8,0,0
Lance,G. Purifying Beaumains,240,20,Dragon,-10,0,,Guard +2,3,3,1,20,14,10,16,10,0,0,20,14,10,16,12,8,0
Lance,Gravios Spear I,210,29,Blast,-15,30,,Guard Up +3,2,1,0,20,14,16,10,0,0,0,20,14,16,16,4,0,0
Lance,Gravios Lance,250,35,Blast,-15,30,,Guard Up +3,3,2,1,18,14,14,14,10,0,0,18,14,14,14,20,0,0
Lance,Red Tail I,190,29,Fire,+10,0,,Critical Boost +3,2,1,0,20,14,10,6,10,0,0,20,14,10,6,20,0,0
Lance,Spear of Prominence,210,35,Fire,+10,0,,Critical Boost +3,3,2,1,20,14,10,8,10,8,0,20,14,10,8,10,18,0
Lance,Eiferschild I,180,22,Dragon,+20,0,,Critical Element +3,3,2,0,10,14,16,14,8,8,0,10,14,16,14,8,18,0
Lance,Fieberschild,210,25,Dragon,+20,0,,Critical Element +3,3,2,1,10,10,16,12,8,14,0,10,10,16,12,8,24,0
Lance,Veldian Lancea I,200,32,Dragon,0,0,,Guard +3,3,2,0,10,10,10,16,18,6,0,10,10,10,16,18,16,0
Lance,Artian Lance I,170,23,N/A,+5,0,,,2,2,2,16,8,12,16,8,0,0,16,8,12,16,12,6,0
Lance,Artian Lance II,180,23,N/A,+5,0,,,2,2,2,16,8,12,16,14,4,0,16,8,12,16,14,14,0
Lance,Skyscraper,190,27,N/A,+5,0,,,3,3,3,16,8,12,16,14,4,0,16,8,12,16,14,14,0
Lance,Esperanza Lance,210,0,N/A,0,0,,"Speed Sharpening +2,Critical Eye +2",3,2,1,10,12,12,12,8,16,0,10,12,12,12,8,26,0
Lance,Fierceborer Dubhanith,240,0,N/A,-5,20,,Punishing Draw +3,3,3,1,10,20,22,10,8,0,0,10,20,22,10,8,10,0
Lance,Purifying Beaumains,220,35,Dragon,0,0,,Guard +3,3,2,1,10,10,10,14,16,10,0,10,10,10,14,16,20,0
Lance,Paladin Lance I,190,0,N/A,0,0,,"Critical Draw +3,Guard +1",2,1,0,6,14,14,12,14,0,0,6,14,14,12,24,0,0
Lance,Babel Spear,220,0,N/A,0,0,,"Critical Draw +3,Guard +1",3,2,1,4,12,12,10,26,6,0,4,12,12,10,26,16,0
Gun Lance,Hope Gunlance I,90,0,N/A,0,0,Normal LV2,,0,0,0,10,10,8,12,0,0,0,10,10,8,22,0,0,0
Gun Lance,Hope Gunlance II,100,0,N/A,0,0,Normal LV2,Speed Sharpening +1,0,0,0,8,10,8,14,0,0,0,8,10,8,24,0,0,0
Gun Lance,Hope Gunlance III,130,0,N/A,0,0,Normal LV2,"Speed Sharpening +1,Critical Eye +1",0,0,0,10,12,10,18,0,0,0,10,12,10,28,0,0,0
Gun Lance,Hope Gunlance IV,160,0,N/A,0,0,Normal LV2,"Speed Sharpening +2,Critical Eye +1",2,1,0,10,12,12,14,12,0,0,10,12,12,14,22,0,0
Gun Lance,Hope Gunlance V,190,0,N/A,0,0,Normal LV2,"Speed Sharpening +2,Critical Eye +1",3,2,0,10,12,10,16,10,12,0,10,12,10,16,10,22,0
Gun Lance,Bone Gunlance I,110,0,N/A,0,0,Wide LV2,Guard +1,0,0,0,10,14,16,0,0,0,0,10,14,24,2,0,0,0
Gun Lance,Bone Gunlance II,130,0,N/A,0,0,Wide LV2,"Guard +1,Attack Boost +1",0,0,0,10,8,22,0,0,0,0,10,8,26,6,0,0,0
Gun Lance,Bone Gunlance III,170,0,N/A,0,0,Wide LV2,"Guard +2,Attack Boost +1",1,0,0,10,12,20,8,0,0,0,10,12,20,18,0,0,0
Gun Lance,Bone Gunlance IV,200,0,N/A,0,0,Wide LV2,"Guard +3,Attack Boost +1",2,1,0,10,12,16,22,0,0,0,10,12,16,32,0,0,0
Gun Lance,Great Bone Gunlance,230,0,N/A,0,0,Wide LV2,"Guard +3,Attack Boost +1",3,2,1,10,12,12,14,22,0,0,10,12,12,14,32,0,0
Gun Lance,Triple Bayonet I,120,0,N/A,0,0,Long LV2,Guard Up +1,0,0,0,4,8,18,10,0,0,0,4,8,18,20,0,0,0
Gun Lance,Triple Bayonet II,160,0,N/A,0,0,Long LV2,Guard Up +2,1,0,0,4,12,18,16,0,0,0,4,12,18,26,0,0,0
Gun Lance,Triple Bayonet III,190,0,N/A,0,0,Long LV2,Guard Up +2,2,1,0,4,14,18,12,12,0,0,4,14,18,12,22,0,0
Gun Lance,Triumvirate Edge,220,0,N/A,0,0,Long LV2,Guard Up +3,3,2,1,4,12,18,14,10,12,0,4,12,18,14,10,22,0
Gun Lance,Quematrice Culebrina I,100,14,Fire,+5,0,Normal LV3,Guard +1,0,0,0,10,14,8,8,0,0,0,10,14,8,18,0,0,0
Gun Lance,Quematrice Culebrina II,140,16,Fire,+5,0,Normal LV3,Guard +2,0,0,0,10,16,10,14,0,0,0,10,16,10,24,0,0,0
Gun Lance,Quematrice Culebrina III,170,20,Fire,+5,0,Normal LV3,Guard +2,2,1,0,14,16,14,10,6,0,0,14,16,14,10,16,0,0
